Running No,DoBIH Number,Streetmap,Geograph,Hill-bagging,Name,GridRefXY,SMC Section,RHB Section,Height (m),"Height
(ft)",Map 1:50k,Map 1:25k,Grid Ref,xcoord,ycoord,1891,1921,1933,1953,1969,1974,1981,1984,1990,1997,2021,,,Latitude,Longitude
538,1016,"http://www.streetmap.co.uk/map?X=207771&Y=884101&SV=207771,884101&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 07771 84101,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1016,Bidein a' Ghlas Thuill (An Teallach) - Glas Mheall Liath,NH 07771 84101,14,14A,960.5,3151,19,435N,NH077841,207771,884101,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,207771,884101,57.805117,-5.2368627
539,1004,"http://www.streetmap.co.uk/map?X=206406&Y=883679&SV=206406,883679&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 06406 83679,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1004,Sgurr Fiona (An Teallach),NH 06406 83679,14,14A,1058.7,3473,19,435N,NH064836,206406,883679,TOP,TOP,TOP,TOP,TOP,TOP,MUN,MUN,MUN,MUN,MUN,206406,883679,57.800745,-5.2594514
540,1008,"http://www.streetmap.co.uk/map?X=205555&Y=883829&SV=205555,883829&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 05555 83829,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1008,Sgurr Fiona (An Teallach) - Sgurr Creag an Eich,NH 05555 83829,14,14A,1016.4,3335,19,435N,NH055838,205555,883829,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,205555,883829,57.801721,-5.2738672
541,1006,"http://www.streetmap.co.uk/map?X=206446&Y=883508&SV=206446,883508&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 06446 83508,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1006,Sgurr Fiona (An Teallach) - Lord Berkeley's Seat,NH 06446 83508,14,14A,1031.5,3384,19,435N,NH064835,206446,883508,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,206446,883508,57.799228,-5.2586412
542,1005,"http://www.streetmap.co.uk/map?X=206481&Y=883425&SV=206481,883425&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 06481 83425,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1005,Sgurr Fiona (An Teallach) - Corrag Bhuidhe,NH 06481 83425,14,14A,1047.2,3436,19,435N,NH064834,206481,883425,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,206481,883425,57.798499,-5.2579861
543,1018,"http://www.streetmap.co.uk/map?X=206669&Y=883084&SV=206669,883084&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 06669 83084,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1018,Sgurr Fiona (An Teallach) - Corrag Bhuidhe Buttress,NH 06669 83084,14,14A,946,3104,19,435N,NH066830,206669,883084,,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,,,206669,883084,57.795522,-5.2545529
544,1015,"http://www.streetmap.co.uk/map?X=206874&Y=882590&SV=206874,882590&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 06874 82590,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1015,Sgurr Fiona (An Teallach) - Stob Cadha Gobhlach,NH 06874 82590,14,14A,958.5,3145,19,435N,NH068825,206874,882590,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,206874,882590,57.791181,-5.2507113
545,1017,"http://www.streetmap.co.uk/map?X=207165&Y=882494&SV=207165,882494&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 07165 82494,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1017,Sgurr Fiona (An Teallach) - Sail Liath,NH 07165 82494,14,14A,952.4,3125,19,435N,NH071824,207165,882494,,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,207165,882494,57.790445,-5.2457473
546,1043,"http://www.streetmap.co.uk/map?X=213621&Y=871413&SV=213621,871413&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 13621 71413,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1043,A' Chailleach,NH 13621 71413,14,14B,998.6,3276,19,435S,NH136714,213621,871413,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,213621,871413,57.693795,-5.1287234
547,1048,"http://www.streetmap.co.uk/map?X=214874&Y=871381&SV=214874,871381&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 14874 71381,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1048,A' Chailleach - Toman Coinnich [Toman Coinich],NH 14874 71381,14,14B,936.6,3073,20,435S,NH148713,214874,871381,,,,,,,TOP,TOP,TOP,TOP,TOP,214874,871381,57.694025,-5.1077115
548,1042,"http://www.streetmap.co.uk/map?X=215840&Y=871107&SV=215840,871107&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 15840 71107,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1042,Sgurr Breac,NH 15840 71107,14,14B,999.6,3280,20,435S 436S,NH158711,215840,871107,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,215840,871107,57.691964,-5.0913215
549,1049,"http://www.streetmap.co.uk/map?X=218482&Y=873320&SV=218482,873320&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 18482 73320,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1049,Meall a' Chrasgaidh,NH 18482 73320,14,14B,934,3064,20,436S,NH184733,218482,873320,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,218482,873320,57.712888,-5.0487378
550,1041,"http://www.streetmap.co.uk/map?X=218428&Y=871473&SV=218428,871473&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 18428 71473,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1041,Sgurr nan Clach Geala,NH 18428 71473,14,14B,1093,3586,20,436S,NH184714,218428,871473,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,218428,871473,57.696299,-5.0482492
551,1051,"http://www.streetmap.co.uk/map?X=218464&Y=869769&SV=218464,869769&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 18464 69769,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1051,Sgurr nan Each,NH 18464 69769,14,14B,923,3028,20,436S,NH184697,218464,869769,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,218464,869769,57.68103,-5.0463621
552,1040,"http://www.streetmap.co.uk/map?X=220323&Y=871818&SV=220323,871818&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 20323 71818,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1040,Sgurr Mor,NH 20323 71818,14,14B,1108.9,3638,20,436S,NH203718,220323,871818,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,220323,871818,57.700155,-5.0167613
553,1044,"http://www.streetmap.co.uk/map?X=220734&Y=870893&SV=220734,870893&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 20734 70893,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1044,Sgurr Mor - Meall nam Peithirean,NH 20734 70893,14,14B,974.3,3197,20,436S,NH207708,220734,870893,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,220734,870893,57.692022,-5.0091867
554,1045,"http://www.streetmap.co.uk/map?X=219619&Y=872534&SV=219619,872534&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 19619 72534,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1045,Sgurr Mor - Carn na Criche,NH 19619 72534,14,14B,961.7,3155,20,436S,NH196725,219619,872534,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,219619,872534,57.706295,-5.0290926
555,1046,"http://www.streetmap.co.uk/map?X=221960&Y=872410&SV=221960,872410&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 21960 72410,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1046,Beinn Liath Mhor Fannaich,NH 21960 72410,14,14B,954,3130,20,436S,NH219724,221960,872410,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,221960,872410,57.706116,-4.9897722
556,1047,"http://www.streetmap.co.uk/map?X=222192&Y=869584&SV=222192,869584&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 22192 69584,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1047,Meall Gorm,NH 22192 69584,14,14B,949.7,3116,20,436S,NH221695,222192,869584,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,222192,869584,57.680859,-4.9837981
557,1053,"http://www.streetmap.co.uk/map?X=223206&Y=869193&SV=223206,869193&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 23206 69193,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1053,Meall Gorm SE Top,NH 23206 69193,14,14B,922.4,3026,20,436S,NH232691,223206,869193,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,223206,869193,57.677751,-4.966531
558,1052,"http://www.streetmap.co.uk/map?X=224172&Y=868024&SV=224172,868024&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 24172 68024,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1052,An Coileachan,NH 24172 68024,14,14B,924,3031,20,436S,NH241680,224172,868024,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,224172,868024,57.667643,-4.9495033
559,1050,"http://www.streetmap.co.uk/map?X=214749&Y=862149&SV=214749,862149&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 14749 62149,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1050,Fionn Bheinn,NH 14749 62149,14,14B,933,3061,20,435S,NH147621,214749,862149,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,214749,862149,57.611171,-5.1027233
560,1066,"http://www.streetmap.co.uk/map?X=230361&Y=879372&SV=230361,879372&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 30361 79372,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1066,Am Faochagach,NH 30361 79372,15,15A,953,3127,20,436N 436S,NH303793,230361,879372,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,230361,879372,57.771822,-4.8538992
561,1063,"http://www.streetmap.co.uk/map?X=227509&Y=881642&SV=227509,881642&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 27509 81642,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1063,Cona' Mheall,NH 27509 81642,15,15A,978,3209,20,436N,NH275816,227509,881642,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,227509,881642,57.791097,-4.9034169
562,1062,"http://www.streetmap.co.uk/map?X=225933&Y=881183&SV=225933,881183&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 25933 81183,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1062,Beinn Dearg,NH 25933 81183,15,15A,1084,3556,20,436N,NH259811,225933,881183,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,225933,881183,57.78637,-4.929556
563,1064,"http://www.streetmap.co.uk/map?X=225727&Y=882548&SV=225727,882548&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 25727 82548,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1064,Meall nan Ceapraichean,NH 25727 82548,15,15A,977,3205,20,436N,NH257825,225727,882548,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,225727,882548,57.798534,-4.9340101
564,1067,"http://www.streetmap.co.uk/map?X=226662&Y=883086&SV=226662,883086&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 26662 83086,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1067,Meall nan Ceapraichean - Ceann Garbh (old GR),NH 26662 83086,15,15A,942,3091,20,436N,NH266830,226662,883086,TOP,TOP,TOP,TOP,TOP,TOP,,,,,,226662,883086,57.803723,-4.9186911
565,1065,"http://www.streetmap.co.uk/map?X=225949&Y=883067&SV=225949,883067&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 25949 83067,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1065,Meall nan Ceapraichean - Ceann Garbh,NH 25949 83067,15,15A,968,3176,20,436N,NH259830,225949,883067,,,,,,,TOP,TOP,TOP,TOP,TOP,225949,883067,57.803276,-4.9306581
566,1068,"http://www.streetmap.co.uk/map?X=225788&Y=884216&SV=225788,884216&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 25788 84216,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1068,Eididh nan Clach Geala,NH 25788 84216,15,15A,927,3041,20,436N,NH257842,225788,884216,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,225788,884216,57.813521,-4.9342009
567,1069,"http://www.streetmap.co.uk/map?X=228181&Y=887884&SV=228181,887884&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 28181 87884,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1069,Seana Bhraigh,NH 28181 87884,15,15A,926,3038,20,436N,NH281878,228181,887884,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,228181,887884,57.847349,-4.8966195
568,1088,"http://www.streetmap.co.uk/map?X=246297&Y=868379&SV=246297,868379&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 46297 68379,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1088,Glas Leathad Mor (Ben Wyvis),NH 46297 68379,15,15B,1046,3432,20,437S,NH462683,246297,868379,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,246297,868379,57.678928,-4.5792538
569,1089,"http://www.streetmap.co.uk/map?X=247065&Y=868177&SV=247065,868177&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 47065 68177,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1089,Glas Leathad Mor (Ben Wyvis) - An t-Socach,NH 47065 68177,15,15B,1006,3301,20,437S,NH470681,247065,868177,TOP,,,,,,,,,,,247065,868177,57.677377,-4.5662611
570,1090,"http://www.streetmap.co.uk/map?X=246358&Y=870032&SV=246358,870032&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 46358 70032,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1090,Glas Leathad Mor (Ben Wyvis) - Tom a' Choinnich,NH 46358 70032,15,15B,954,3130,20,437S,NH463700,246358,870032,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,246358,870032,57.693782,-4.5792863
571,1091,"http://www.streetmap.co.uk/map?X=245044&Y=866580&SV=245044,866580&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 45044 66580,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1091,Glas Leathad Mor (Ben Wyvis) - An Cabar,NH 45044 66580,15,15B,946,3104,20,437S,NH450665,245044,866580,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,245044,866580,57.662356,-4.599086
572,1094,"http://www.streetmap.co.uk/map?X=248489&Y=870472&SV=248489,870472&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 48489 70472,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1094,Glas Leathad Mor (Ben Wyvis) - Glas Leathad Beag West Top,NH 48489 70472,15,15B,910,2986,20,437S,NH484704,248489,870472,TOP,TOP,TOP,TOP,TOP,,,,,,,248489,870472,57.698453,-4.5438524
573,1092,"http://www.streetmap.co.uk/map?X=249231&Y=870677&SV=249231,870677&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 49231 70677,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1092,Glas Leathad Mor (Ben Wyvis) - Glas Leathad Beag,NH 49231 70677,15,15B,928,3045,20,437S,NH492706,249231,870677,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,249231,870677,57.700542,-4.5315448
574,1093,"http://www.streetmap.co.uk/map?X=249662&Y=871096&SV=249662,871096&A=Y&Z=115",http://www.geograph.org.uk/gridref/NH 49662 71096,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1093,Glas Leathad Mor (Ben Wyvis) - Meall nan Bradan Leathan [Fiaclach],NH 49662 71096,15,15B,920,3018,20,437S,NH496710,249662,871096,TOP,TOP,TOP,TOP,TOP,TOP,,,,,,249662,871096,57.704446,-4.5245825
575,1123,"http://www.streetmap.co.uk/map?X=247750&Y=950151&SV=247750,950151&A=Y&Z=115",http://www.geograph.org.uk/gridref/NC 47750 50151,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1123,Ben Hope,NC 47750 50151,16,16B,927,3041,9,447N 447S,NC477501,247750,950151,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,247750,950151,58.41313,-4.6078533
576,1165,"http://www.streetmap.co.uk/map?X=258530&Y=929921&SV=258530,929921&A=Y&Z=115",http://www.geograph.org.uk/gridref/NC 58530 29921,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1165,Ben Klibreck - Meall nan Con,NC 58530 29921,16,16D,962.1,3156,16,443,NC585299,258530,929921,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,258530,929921,58.23522,-4.4111241
577,1183,"http://www.streetmap.co.uk/map?X=231830&Y=920150&SV=231830,920150&A=Y&Z=115",http://www.geograph.org.uk/gridref/NC 31830 20150,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1183,Ben More Assynt,NC 31830 20150,16,16E,998,3274,15,442E,NC318201,231830,920150,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,231830,920150,58.138186,-4.8582117
578,1186,"http://www.streetmap.co.uk/map?X=232402&Y=919289&SV=232402,919289&A=Y&Z=115",http://www.geograph.org.uk/gridref/NC 32402 19289,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1186,Ben More Assynt South Top,NC 32402 19289,16,16E,960,3150,15,442E,NC324192,232402,919289,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,232402,919289,58.130679,-4.8478925
579,1184,"http://www.streetmap.co.uk/map?X=230330&Y=919938&SV=230330,919938&A=Y&Z=115",http://www.geograph.org.uk/gridref/NC 30330 19938,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1184,Conival,NC 30330 19938,16,16E,987,3238,15,442E,NC303199,230330,919938,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,230330,919938,58.135711,-4.8834999
580,1246,"http://www.streetmap.co.uk/map?X=147157&Y=825296&SV=147157,825296&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 47157 25296,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1246,Sgurr nan Gillean,NG 47157 25296,17,17B,966.1,3170,32,411,NG471252,147157,825296,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,147157,825296,57.248242,-6.1931783
581,1261,"http://www.streetmap.co.uk/map?X=147180&Y=825426&SV=147180,825426&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 47180 25426,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1261,Sgurr nan Gillean - Knight's Peak,NG 47180 25426,17,17B,914.24,2999,32,411,NG471254,147180,825426,,,,,,,,,,TOP,,147180,825426,57.24942,-6.1929306
582,1254,"http://www.streetmap.co.uk/map?X=146564&Y=825302&SV=146564,825302&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 46564 25302,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1254,Am Basteir,NG 46564 25302,17,17B,934,3064,32,411,NG465253,146564,825302,TOP,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,146564,825302,57.247968,-6.2029849
583,1260,"http://www.streetmap.co.uk/map?X=146508&Y=825279&SV=146508,825279&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 46508 25279,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1260,Am Basteir - Bhasteir Tooth [Basteir Tooth],NG 46508 25279,17,17B,917.16,3009,32,411,NG465252,146508,825279,,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,146508,825279,57.247731,-6.2038869
584,1247,"http://www.streetmap.co.uk/map?X=146085&Y=825198&SV=146085,825198&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 46085 25198,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1247,Bruach na Frithe,NG 46085 25198,17,17B,958.8,3146,32,411,NG460251,146085,825198,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,146085,825198,57.246771,-6.2107947
584,1253,"http://www.streetmap.co.uk/map?X=146429&Y=825207&SV=146429,825207&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 46429 25207,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1253,Bruach na Frithe - Sgurr a' Fionn Choire,NG 46429 25207,17,17B,936,3071,32,411,NG464252,146429,825207,,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,146429,825207,57.247042,-6.2051189
586,1259,"http://www.streetmap.co.uk/map?X=144700&Y=823512&SV=144700,823512&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 44700 23512,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1259,Sgurr a' Mhadaidh,NG 44700 23512,17,17B,918,3012,32,411,NG447235,144700,823512,,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,144700,823512,57.230897,-6.2319489
587,1243,"http://www.streetmap.co.uk/map?X=144525&Y=823126&SV=144525,823126&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 44525 23126,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1243,Sgurr a' Ghreadaidh,NG 44525 23126,17,17B,972.1,3189,32,411,NG445231,144525,823126,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,144525,823126,57.227341,-6.2344427
588,1244,"http://www.streetmap.co.uk/map?X=144540&Y=822967&SV=144540,822967&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 44540 22967,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1244,Sgurr a' Ghreadaidh South Top,NG 44540 22967,17,17B,969.9,3182,32,411,NG445229,144540,822967,,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,144540,822967,57.225925,-6.2340314
589,1245,"http://www.streetmap.co.uk/map?X=144046&Y=822448&SV=144046,822448&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 44046 22448,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1245,Sgurr na Banachdich,NG 44046 22448,17,17B,965,3166,32,411,NG440224,144046,822448,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,144046,822448,57.221,-6.2416558
590,1251,"http://www.streetmap.co.uk/map?X=144107&Y=822292&SV=144107,822292&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 44107 22292,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1251,Sgurr na Banachdich Central Top,NG 44107 22292,17,17B,942,3091,32,411,NG441222,144107,822292,,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,144107,822292,57.219637,-6.2404879
591,1256,"http://www.streetmap.co.uk/map?X=144098&Y=822633&SV=144098,822633&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 44098 22633,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1256,Sgurr na Banachdich - Sgurr Thormaid,NG 44098 22633,17,17B,926,3038,32,411,NG440226,144098,822633,,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,144098,822633,57.222686,-6.2409876
592,1240,"http://www.streetmap.co.uk/map?X=144404&Y=821564&SV=144404,821564&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 44404 21564,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1240,Sgurr Dearg - Inaccessible Pinnacle,NG 44404 21564,17,17B,985.8,3234,32,411,NG444215,144404,821564,TOP,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,144404,821564,57.213281,-6.2348349
593,1241,"http://www.streetmap.co.uk/map?X=144385&Y=821590&SV=144385,821590&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 44385 21590,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1241,Sgurr Dearg - Cairn,NG 44385 21590,17,17B,978,3209,32,411,NG443215,144385,821590,MUN,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,,,144385,821590,57.213503,-6.2351754
594,1248,"http://www.streetmap.co.uk/map?X=145020&Y=821043&SV=145020,821043&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 45020 21043,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1248,Sgurr Mhic Choinnich,NG 45020 21043,17,17B,948.1,3111,32,411,NG450210,145020,821043,,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,145020,821043,57.208956,-6.2241302
595,1239,"http://www.streetmap.co.uk/map?X=145000&Y=820783&SV=145000,820783&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 45000 20783,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1239,Sgurr Alasdair,NG 45000 20783,17,17B,992,3255,32,411,NG450207,145000,820783,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,145000,820783,57.206616,-6.2241938
596,1242,"http://www.streetmap.co.uk/map?X=145076&Y=820779&SV=145076,820779&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 45076 20779,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1242,Sgurr Alasdair - Sgurr Thearlaich,NG 45076 20779,17,17B,977.1,3206,32,411,NG450207,145076,820779,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,145076,820779,57.206623,-6.2229351
597,1249,"http://www.streetmap.co.uk/map?X=144844&Y=820673&SV=144844,820673&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 44844 20673,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1249,Sgurr Alasdair - Sgurr Sgumain,NG 44844 20673,17,17B,947.9,3110,32,411,NG448206,144844,820673,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,144844,820673,57.205544,-6.2266562
598,1250,"http://www.streetmap.co.uk/map?X=145758&Y=820547&SV=145758,820547&A=Y&Z=115",http://www.geograph.org.uk/gridref/NG 45758 20547,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=1250,Sgurr Dubh Mor,NG 45758 20547,17,17B,944,3097,32,411,NG457205,145758,820547,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,145758,820547,57.204923,-6.2114395
